old_column_name,new_data_type,new_column_name,coding
G3A086,factor,interim_quit_pipe,
G3A087,integer,duration_interim_quit_pipe,
G3A088,factor,have_you_ever_smoked_cigar,
G3A089,factor,regular_cigar_smoker_past_year,
G3A090,factor,current_cigar_smoker,
G3A091,integer,cigar_smoke_per_day_current,
G3A092,factor,cigar_smoke_per_day_average,
G3A093,integer,age_started_cigar,
G3A094,integer,age_stopped_cigar,
G3A095,factor,interim_quit_cigar,
G3A096,integer,duration_interim_quit_cigar,
G3A097,,,
G3A098,,,
G3A099,,,
G3A100,,,
G3A101,,,
G3A102,,,
G3A103,,,
G3A104,,,
G3A105,,,
G3A106,,,
G3A107,,,
G3A108,,,
G3A109,,,
G3A110,,,
G3A111,,,
G3A112,factor,alcoholic_beverages_ever,
G3A113,,,
G3A114,factor,alcohol_beer_once_a_month,
G3A115,,,
G3A116,,,
G3A117,,,
G3A118,factor,alcohol_wine_w_once_a_month,
G3A119,,,
G3A120,,,
G3A121,,,
G3A122,factor,alcohol_wine_r_once_a_month,
G3A123,,,
G3A124,,,
G3A125,,,
G3A126,factor,alcohol_spirits_once_a_month,
G3A127,,,
G3A128,,,
G3A129,,,
G3A130,,,
G3A131,,,
G3A132,,,
G3A133,,,
G3A134,,,
G3A135,,,
G3A136,,,
G3A137,,,
G3A138,,,
G3A139,factor,cough_during_past_12_months,
G3A140,,,
G3A141,,,
G3A142,,,
G3A143,factor,phlegm_past_12_months,
G3A144,,,
G3A145,,,
G3A146,,,
G3A147,factor,wheezing_whistling_past_12_months,
G3A148,,,
G3A149,,,
G3A150,,,
G3A151,factor,shortness_of_breath_past_12_months,
G3A152,factor,snoring_times_a_week,
G3A153,,,
G3A154,factor,daytime_sleepiness_past_12_months,
G3A155,factor,woken_up_shortness_of_breath_past_12_months,
G3A156,,,
G3A157,,,
G3A158,,,
G3A159,,,
G3A160,,,
G3A161,,,
G3A162,,,
G3A163,,,
G3A164,,,
G3A165,,,
G3A166,,,
G3A167,factor,chf_first_examiner,
G3A168,factor,chest_discomfort,
G3A169,,,
G3A170,,,
G3A171,,,
G3A172,,,
G3A173,,,
G3A174,,,
G3A175,,,
G3A176,,,
G3A177,,,
G3A178,,,
G3A179,,,
G3A180,,,
G3A181,,,
G3A182,,,
G3A183,,,
G3A184,factor,heart_attack_ever,
G3A185,factor,angina_first_examiner,
G3A186,,,
G3A187,factor,coronary_insuff_first_examiner,
G3A188,factor,myocardial_infarct_first_examiner,
G3A189,factor,atrial_fibrillation_ever,
G3A190,,,
G3A191,,,
G3A192,,,
G3A193,,,
G3A194,factor,fainted_ever,
G3A195,,,
G3A196,,,
G3A197,,,
G3A198,,,
G3A199,,,
G3A200,,,
G3A201,factor,head_injury_lost_consciousness,
G3A202,,,
G3A203,,,
G3A204,,,
G3A205,factor,seizure_ever,
G3A206,,,
G3A207,,,
G3A208,,,
G3A209,,,
G3A210,factor,syncope_first_examiner,
G3A211,,,
G3A212,,,
G3A213,,,
G3A214,,,
G3A215,,,
G3A216,,,
G3A217,,,
G3A218,,,
G3A219,,,
G3A220,,,
G3A221,,,
G3A222,,,
G3A223,factor,tia_or_stroke_examiner1,
G3A224,,,
G3A225,,,
G3A226,,,
G3A227,,,
G3A228,,,
G3A229,factor,tia_or_stroke_hospitalized,
G3A230,factor,deep_vein_thrombosis_ever,
G3A231,factor,pulmonary_embolus_ever,
G3A232,factor,lower_limb_discomfort_current,
G3A233,,,
G3A234,,,
G3A235,,,
G3A236,,,
G3A237,,,
G3A238,,,
G3A239,,,
G3A240,,,
G3A241,,,
G3A242,,,
G3A243,,,
G3A244,,,
G3A245,factor,gad_pavk_examiner_1,
G3A246,,,
G3A247,factor,heart_valv_surgery,
G3A248,,,
G3A249,,,
G3A250,,,
G3A251,,,
G3A252,factor,coronary_artery_angioplasty,
G3A253,,,
G3A254,,,
G3A255,factor,coronary_bypass_surgery,
G3A256,,,
G3A257,factor,permanent_pacemaker_insertion,
G3A258,,,
G3A259,factor,carotid_artery_surgery,
G3A260,,,
G3A261,factor,thoracic_aorta_surgery,
G3A262,,,
G3A263,factor,abdominal_aorta_surgery,
G3A264,,,
G3A265,factor,femoral_lower_extremity_surgery,
G3A266,,,
G3A267,factor,lower_extremity_amputation_surgery,
G3A268,,,
G3A269,factor,other_cardiovascular_surgery,
G3A270,,,
G3A271,factor,cancer_ever,
G3A272,factor,cancer_esophagus,
G3A273,factor,cancer_stomach,
G3A274,factor,cancer_colon,
G3A275,factor,cancer_rectum,
G3A276,factor,cancer_pancreas,
G3A277,factor,cancer_larynx,
G3A278,factor,cancer_trachea_bronchus_lung,
G3A279,factor,cancer_leukemia,
G3A280,factor,cancer_skin,
G3A281,factor,cancer_breast,
G3A282,factor,cancer_cervix_uterus,
G3A283,factor,cancer_ovary,
G3A284,factor,cancer_prostate,
G3A285,factor,cancer_bladder,
G3A286,factor,cancer_kidney,
G3A287,factor,cancer_brain,
G3A288,factor,cancer_lymphoma,
G3A289,factor,cancer_other,
G3A290,integer,systol_blood_pressure_1,
G3A291,integer,diastol_blood_pressure_1,
G3A292,,,
G3A293,,,
G3A294,,,
G3A295,,,
G3A296,,,
G3A297,,,
G3A298,,,
G3A299,,,
G3A300,,,
G3A301,,,
G3A302,,,
G3A303,,,
G3A304,,,
G3A305,,,
G3A306,,,
G3A307,,,
G3A308,,,
G3A309,,,
G3A310,,,
G3A311,,,
G3A312,,,
G3A313,,,
G3A314,,,
G3A315,,,
G3A316,,,
G3A317,,,
G3A318,,,
G3A319,,,
G3A320,,,
G3A321,,,
G3A322,,,
G3A323,,,
G3A324,,,
G3A325,,,
G3A326,,,
G3A327,,,
G3A328,,,
G3A329,,,
G3A330,,,
G3A331,,,
G3A332,,,
G3A333,,,
G3A334,,,
G3A335,,,
G3A336,,,
G3A337,,,
G3A338,,,
G3A339,,,
G3A340,,,
G3A341,,,
G3A342,,,
G3A343,,,
G3A344,,,
G3A345,factor,gait_disturbance,
G3A346,,,
G3A347,,,
G3A348,,,
G3A349,,,
G3A350,,,
G3A351,,,
G3A352,,,
G3A353,,,
G3A354,,,
G3A355,,,
G3A356,,,
G3A357,,,
G3A358,,,
G3A359,,,
G3A360,,,
G3A361,,,
G3A362,,,
G3A363,,,
G3A364,,,
G3A365,,,
G3A366,,,
G3A367,,,
G3A368,,,
G3A369,,,
G3A370,,,
G3A371,,,
G3A372,,,
G3A373,,,
G3A374,,,
G3A375,,,
G3A376,,,
G3A377,,,
G3A378,,,
G3A379,,,
G3A380,,,
G3A381,,,
G3A382,,,
G3A383,,,
G3A384,,,
G3A385,,,
G3A386,,,
G3A387,factor,rheumatic_heart_disease_examiner1,
G3A388,factor,aortic_valve_disease_examiner1,
G3A389,factor,mitral_valve_disease_examiner1,
G3A390,factor,other_heart_disease_examiner1,
G3A391,factor,arrhythmia_examiner1,
G3A392,factor,other_peripheral_vascular_disease,
G3A393,factor,other_vascular_dx_examiner1,
G3A394,factor,stroke_tia_examiner1,
G3A395,factor,dementia_examiner1,
G3A396,factor,parkinson_examiner1,
G3A397,factor,seizure_examiner1,
G3A398,factor,other_neurologic_disease_examiner1,
G3A399,factor,thyroid_disease_examiner1,
G3A400,factor,diabetes_mellitus_examiner1,
G3A401,factor,other_endocrine_disorder_examiner1,
G3A402,factor,renal_disease_examiner1,
G3A403,factor,prostate_disease_examiner1,
G3A404,factor,gynecologic_problems_examiner1,
G3A405,factor,emphysema_examiner1,
G3A406,factor,pneumonia_examiner1,
G3A407,factor,asthma_examiner1,
G3A408,factor,other_pulmonary_dx_examiner1,
G3A409,factor,gout_examiner1,
G3A410,factor,degenerative_joint_disease_examiner1,
G3A411,factor,rheumatoid_arthritis_examiner1,
G3A412,factor,other_msk_or_connective_tissue_disease_examiner1,
G3A413,factor,gallbladder_disease_examiner1,
G3A414,factor,gerd_ulcer_examiner1,
G3A415,factor,liver_disease_examiner1,
G3A416,factor,other_gi_disorder_examiner1,
G3A417,factor,hematologic_disorder_examiner1,
G3A418,factor,bleeding_disorder_examiner1,
G3A419,factor,eye_disease_examiner1,
G3A420,factor,ENT_disease_examiner1,
G3A421,factor,skin_disease_examiner1,
G3A422,factor,other_disease_examiner1,
G3A423,factor,hiv_examiner1,
G3A424,factor,tb_examiner1,
G3A425,factor,other_infectious_disease_examiner1,
G3A426,factor,depression_examiner1,
G3A427,factor,anxiety_examiner1,
G3A428,factor,psychosis_examiner1,
G3A429,factor,other_mental_health_disorder_examiner1,
G3A430,,,
G3A431,,,
G3A432,,,
G3A433,,,
G3A434,,,
G3A435,,,
G3A436,,,
G3A437,,,
G3A438,,,
G3A439,,,
G3A440,factor,patient_sex,
G3A444,float,Weight_lb,
G3A445,,,
G3A446,float,Height_in,
G3A447,,,
G3A448,,,
G3A449,float,neck_circumference_in,
G3A450,float,waist_girth_in,
G3A451,,,
G3A452,,,
G3A453,,,
G3A454,factor,writing_hand,
G3A455,,,
G3A456,,,
G3A457,,,
G3A458,,,
G3A459,,,
G3A471,,,
G3A472,,,
G3A473,,,
G3A474,,,
G3A482,factor,marital_status,
G3A483,factor,ethnicity_caucasian_white,
G3A484,factor,ethnicity_hispanic,
G3A485,factor,ethnicity_black_african_american,
G3A486,factor,ethnicity_asian,
G3A487,factor,ethnicity_native_hawaiian_pacific_islander,
G3A488,factor,ethnicity_american_indian_alaska_native,
G3A489,factor,ethnicity_other,
G3A490,,,
G3A491,factor,highest_high_school_degree,
G3A492,factor,current_employment_status,
G3A493,character,current_occupation,
G3A494,factor,current_occupation_category,
G3A495,,,
G3A496,,,
G3A497,factor,income_group,
G3A498,,,
G3A499,,,
G3A500,,,
G3A501,,,
G3A502,,,
G3A503,,,
G3A504,,,
G3A505,,,
G3A506,factor,health_status_self_assessment_sf12,
G3A507,factor,moderate_activities_limitation_sf12,
G3A508,factor,climbing_stairs_limitation_sf12,
G3A509,factor,accomplished_less_than_wished_sf12,
G3A510,factor,work_activity_limitation_sf12,
G3A511,factor,less_accomplished_sf12,
G3A512,,,
G3A513,,,
G3A514,,,
G3A515,,,
G3A516,,,
G3A517,,,
G3A518,,,
G3A519,,,
G3A520,,,
G3A521,,,
G3A522,,,
G3A523,,,
G3A524,,,
G3A525,,,
G3A526,,,
G3A527,,,
G3A528,,,
G3A529,,,
G3A530,,,
G3A531,,,
G3A532,,,
G3A533,,,
G3A534,,,
G3A535,,,
G3A536,,,
G3A537,,,
G3A538,,,
G3A539,factor,asthma_ever,
G3A540,factor,asthma_current,
G3A541,,,
G3A542,,,
G3A543,,,
G3A544,,,
G3A545,,,
G3A546,factor,bronchitis_ever,
G3A547,factor,pneumonia_ever,
G3A548,factor,chronic_bronchitis_ever,
G3A549,factor,chronic_bronchitis_health_prof_dx,
G3A550,,,
G3A551,factor,emphysema_ever,
G3A552,,,
G3A553,,,
G3A554,factor,copd_ever,
G3A555,factor,copd_ever_health_prof_dx,
G3A556,,,
G3A557,factor,sleep_apnea_ever,
G3A558,,,
G3A559,,,
G3A560,factor,pulmonary_fibrosis_ever,
G3A561,,,
G3A562,,,
G3A563,factor,other_chest_illness,
G3A564,factor,chest_operation_ever,
G3A565,factor,chest_injuries_ever,
G3A566,,,
G3A567,,,
G3A568,,,
G3A569,,,
G3A570,,,
G3A571,,,
G3A572,,,
G3A573,,,
G3A574,,,
G3A575,,,
G3A576,,,
G3A577,,,
G3A578,,,
G3A579,,,
G3A580,,,
G3A581,,,
G3A582,,,
G3A583,,,
G3A584,,,
G3A585,,,
G3A586,,,
G3A587,,,
G3A588,,,
G3A589,,,
G3A590,,,
G3A591,,,
G3A592,,,
G3A593,,,
G3A594,,,
G3A595,,,
G3A596,integer,physical_performance_qu_daily_sleep_hours,
G3A597,integer,physical_performance_qu_hours_sitting,
G3A598,integer,physical_performance_qu_hours_standing,
G3A599,integer,physical_performance_qu_hours_moderate_activity,
G3A600,integer,physical_performance_qu_hours_heavy_activity,
G3A601,factor,physical_performance_qu_walking_pace,
G3A602,factor,physical_performance_qu_n_stairs_daily,
G3A603,factor,physical_performance_qu_time_for_exercise_walking,
G3A604,factor,physical_performance_qu_time_jogging,
G3A605,factor,physical_performance_qu_time_running,
G3A606,factor,physical_performance_qu_time_bicycling,
G3A607,factor,physical_performance_qu_time_tennis_squash_racquetball,
G3A608,factor,physical_performance_qu_time_lap_swimming,
G3A609,factor,physical_performance_qu_time_aerobic_exercise,
G3A610,factor,physical_performance_qu_time_lower_intensity,
G3A611,factor,physical_performance_qu_time_vigorous_exercise,
G3A612,factor,physical_performance_qu_time_weightlifting,
G3A656,,,
G3A657,,,
G3A658,,,
G3A659,,,
G3A660,,,
G3A661,,,
G3A662,,,
G3A663,,,
G3A664,,,
G3A665,,,
G3A666,,,
G3A667,,,
G3A668,,,
G3A669,,,
G3A670,,,
G3A671,,,
G3A672,,,
G3A673,,,
G3A674,,,
G3A675,,,
G3A676,,,
G3A677,,,
G3A678,,,
G3A679,,,
G3A680,,,
G3A681,,,
G3A682,,,
G3A692,,,
G3A706,,,
G3A707,float,BMI,
G3A708,factor,elevated_bp,
G3A709,factor,bp_treatment,
G3A710,factor,hypertension,
G3A711,float,total_alcohol_consumption,
G3A712,,,
G3A713,,,
G3A714,,,
G3A715,,,
G3A716,,,
G3A717,,,
G3A718,,,
IDTYPE,integer,,
ID,integer,,
VERSION,,,
VERDATE,,,
AGE1,float,age,
