old_column_name,new_data_type,new_column_name,coding,
g3b0109,,,,
g3b0111,,,,
g3b0112,,,,
g3b0113,,,,
g3b0114,,,,
g3b0115,,,,
g3b0116,,,,
g3b0117,,,,
g3b0118,,,,
g3b0119,,,,
g3b0120,,,,
g3b0121,,,,
g3b0122,,,,
g3b0123,,,,
g3b0124,,,,
g3b0125,,,,
g3b0126,,,,
g3b0127,,,,
g3b0128,,,,
g3b0129,,,,
g3b0130,,,,
g3b0131,,,,
g3b0132,,,,
g3b0133,,,,
g3b0134,,,,
g3b0135,,,,
g3b0136,,,,
g3b0137,,,,
g3b0138,,,,
g3b0139,,,,
g3b0140,,,,
g3b0141,,,,
g3b0142,,,,
g3b0143,factor,CHF_congestive_heart_failure,,
g3b0144,,,,
g3b0145,,,,
g3b0146,,,,
g3b0147,factor,heart_failure_hospitalization,,
g3b0148,,,,
g3b0149,integer,systol_blood_pressure_1,,
g3b0150,,,,
g3b0151,integer,diastol_blood_pressure_1,,
g3b0152,,,,
g3b0153,,,,
g3b0154,factor,chest_discomfort_any,,
g3b0155,,,,
g3b0156,,,,
g3b0157,,,,
g3b0158,,,,
g3b0159,,,,
g3b0160,,,,
g3b0161,,,,
g3b0162,,,,
g3b0163,,,,
g3b0164,,,,
g3b0165,,,,
g3b0166,,,,
g3b0167,,,,
g3b0168,,,,
g3b0169,,,,
g3b0170,factor,myocardial_infarction_since_last_visit,,
g3b0171,,,,
g3b0172,,,,
g3b0173,,,,
g3b0174,factor,angina_pectoris_examiner_1,,
g3b0175,,,,
g3b0176,,,,
g3b0177,,,,
g3b0178,factor,atrial_fibrillation_since_last_visit,,
g3b0179,,,,
g3b0180,,,,
g3b0181,,,,
g3b0182,factor,atrial_fibrillation_hospitalized,,
g3b0183,factor,syncope_since_last_exam,,
g3b0184,integer,n_syncopes_2_years,,
g3b0185,,,,
g3b0186,,,,
g3b0187,,,,
g3b0188,,,,
g3b0189,,,,
g3b0190,factor,head_injury_since_last_exam,,
g3b0191,,,,
g3b0192,,,,
g3b0193,,,,
g3b0194,factor,seizure_since_last_exam,,
g3b0195,,,,
g3b0196,,,,
g3b0197,,,,
g3b0198,factor,seizure_disorder_in_treatment,,
g3b0199,,,,
g3b0200,,,,
g3b0201,,,,
g3b0202,,,,
g3b0203,,,,
g3b0204,,,,
g3b0205,,,,
g3b0206,,,,
g3b0207,,,,
g3b0208,,,,
g3b0209,,,,
g3b0210,,,,
g3b0211,,,,
g3b0212,,,,
g3b0213,,,,
g3b0214,,,,
g3b0215,,,,
g3b0216,,,,
g3b0217,,,,
g3b0218,,,,
g3b0219,,,,
g3b0220,factor,stroke_or_tia_since_last_exam,,
g3b0221,factor,parkinson_diag_since_last_exam,,
g3b0222,factor,dementia_alzheimer_since_last_exam,,
g3b0223,,,,
g3b0224,,,,
g3b0225,,,,
g3b0226,,,,
g3b0227,,,,
g3b0228,,,,
g3b0229,,,,
g3b0230,,,,
g3b0231,,,,
g3b0232,factor,dvt_deep_vein_thrombosis_since_last_exam,,
g3b0233,factor,pe_pulmonary_embolus_since_last_exam,,
g3b0234,,,,
g3b0235,,,,
g3b0236,,,,
g3b0237,,,,
g3b0238,,,,
g3b0239,,,,
g3b0240,,,,
g3b0241,,,,
g3b0242,,,,
g3b0243,,,,
g3b0244,,,,
g3b0245,,,,
g3b0246,,,,
g3b0247,,,,
g3b0248,factor,intermittent_claudication_since_last_exam,,
g3b0249,,,,
g3b0250,,,,
g3b0251,,,,
g3b0252,factor,spinal_stenosis_since_last_exam,,
g3b0253,,,,
g3b0254,factor,heart_valvular_surgery_since_last_exam,,
g3b0255,,,,
g3b0256,factor,exercise_tolerance_test_since_last_exam,,
g3b0257,,,,
g3b0258,factor,coronary_arteriogram_since_last_exam,,
g3b0259,,,,
g3b0260,factor,coronary_stent_or_angioplasty_since_last_exam,,
g3b0261,,,,
g3b0262,factor,coronary_bypass_surgery_since_last_exam,,
g3b0263,,,,
g3b0264,factor,permanent_pacemaker_insertion_surgery_since_last_exam,,
g3b0265,,,,
g3b0266,factor,carotid_artery_surgery_or_stent_since_last_exam,,
g3b0267,,,,
g3b0268,factor,thoracic_aorta_surgery_since_last_exam,,
g3b0269,,,,
g3b0270,factor,abdominal_aorta_surgery_since_last_exam,,
g3b0271,,,,
g3b0272,factor,femoral_or_lower_extremity_surgery_since_last_exam,,
g3b0273,,,,
g3b0274,factor,lower_extremity_amputation_surgery_since_last_exam,,
g3b0275,,,,
g3b0276,factor,other_cardiovascular_procedure_surgery_since_last_exam,,
g3b0277,,,,
g3b0278,,,,
g3b0279,,,,
g3b0280,integer,blood_pressure_systolic_reading2,,
g3b0281,,,,
g3b0282,integer,blood_pressure_diastolic_reading2,,
g3b0283,,,,
g3b0284,,,,
g3b0285,factor,cancer_or_tumor_since_last_exam,,
g3b0286,factor,cancer_in_esophagus_since_last_exam,,
g3b0287,factor,cancer_in_esophagus_since_last_exam_type,,
g3b0288,factor,cancer_in_stomach_since_last_exam,,
g3b0289,factor,cancer_in_stomach_since_last_exam_type,,
g3b0290,factor,cancer_in_colon_since_last_exam,,
g3b0291,factor,cancer_in_colon_since_last_exam_type,,
g3b0292,factor,cancer_in_rectum_since_last_exam,,
g3b0293,factor,cancer_in_rectum_since_last_exam_type,,
g3b0294,factor,cancer_in_pancreas_since_last_exam,,
g3b0295,factor,cancer_in_pancreas_since_last_exam_type,,
g3b0296,factor,cancer_in_larynx_since_last_exam,,
g3b0297,factor,cancer_in_larynx_since_last_exam_type,,
g3b0298,factor,cancer_in_trachea_or_bronchus_or_lung_since_last_exam,,
g3b0299,factor,cancer_in_trachea_or_bronchus_or_lung_since_last_exam_type,,
g3b0300,factor,cancer_leukemia_since_last_exam,,
g3b0301,factor,cancer_leukemia_since_last_exam_type,,
g3b0302,factor,cancer_in_skin_since_last_exam,,
g3b0303,factor,cancer_in_skin_since_last_exam_type,,
g3b0304,factor,cancer_in_breast_since_last_exam,,
g3b0305,factor,cancer_in_breast_since_last_exam_type,,
g3b0306,factor,cancer_in_cervix_uterus_since_last_exam,,
g3b0307,factor,cancer_in_cervix_uterus_since_last_exam_type,,
g3b0308,factor,cancer_in_ovary_since_last_exam,,
g3b0309,factor,cancer_in_ovary_since_last_exam_type,,
g3b0310,factor,cancer_in_prostate_since_last_exam,,
g3b0311,factor,cancer_in_prostate_since_last_exam_type,,
g3b0312,factor,cancer_in_bladder_since_last_exam,,
g3b0313,factor,cancer_in_bladder_since_last_exam_type,,
g3b0314,factor,cancer_in_kidney_since_last_exam,,
g3b0315,factor,cancer_in_kidney_since_last_exam_type,,
g3b0316,factor,cancer_in_brain_since_last_exam,,
g3b0317,factor,cancer_in_brain_since_last_exam_type,,
g3b0318,factor,cancer_lymphoma_since_last_exam,,
g3b0319,factor,cancer_lymphoma_since_last_exam_type,,
g3b0320,factor,cancer_location_unknown_since_last_exam,,
g3b0321,factor,cancer_location_unknown_since_last_exam_type,,
g3b0322,factor,cancer_location_unknown_since_last_exam_specified,,
g3b0323,,,,
g3b0324,,,,
g3b0325,,,,
g3b0326,,,,
g3b0327,,,,
g3b0328,,,,
g3b0329,,,,
g3b0330,,,,
g3b0331,,,,
g3b0332,,,,
g3b0333,,,,
g3b0334,,,,
g3b0335,,,,
g3b0336,,,,
g3b0337,,,,
g3b0338,,,,
g3b0339,,,,
g3b0340,,,,
g3b0341,,,,
g3b0342,,,,
g3b0343,,,,
g3b0344,,,,
g3b0345,,,,
g3b0346,,,,
g3b0347,,,,
g3b0348,,,,
g3b0349,,,,
g3b0350,,,,
g3b0351,,,,
g3b0352,,,,
g3b0353,,,,
g3b0354,,,,
g3b0355,,,,
g3b0356,,,,
g3b0357,,,,
g3b0358,,,,
g3b0359,,,,
g3b0360,,,,
g3b0361,,,,
g3b0362,,,,
g3b0363,,,,
g3b0364,,,,
g3b0365,,,,
g3b0366,,,,
g3b0367,,,,
g3b0368,,,,
g3b0369,,,,
g3b0370,,,,
g3b0371,,,,
g3b0372,,,,
g3b0373,,,,
g3b0374,,,,
g3b0375,,,,
g3b0376,,,,
g3b0377,,,,
g3b0378,,,,
g3b0379,,,,
g3b0380,,,,
g3b0381,,,,
g3b0382,,,,
g3b0383,,,,
g3b0384,,,,
g3b0385,,,,
g3b0386,,,,
g3b0387,,,,
g3b0388,,,,
g3b0389,,,,
g3b0390,,,,
g3b0391,,,,
g3b0392,,,,
g3b0393,,,,
g3b0394,,,,
g3b0395,,,,
g3b0396,,,,
g3b0397,,,,
g3b0398,,,,
g3b0399,,,,
g3b0400,,,,
g3b0401,,,,
g3b0402,,,,
g3b0403,,,,
g3b0404,,,,
g3b0405,factor,aortic_valve_disease_diagnostic_impression_only,,
g3b0406,factor,mitral_valve_disease_diagnostic_impression_only,,
g3b0407,factor,arrythmia_diagnostic_impression_only,,
g3b0408,factor,other_heart_disease_diagnostic_impression_only,,
g3b0409,character,other_heart_disease_diagnostic_impression_only_specified,,
g3b0410,factor,other_pvd_diagnostic_impression_only,,
g3b0411,factor,other_vascular_diagnostic_impression_only,,
g3b0412,factor,other_vasc_spec_diagnostic_impression_only,,
g3b0413,factor,stroke_diagnostic_impression_only,,
g3b0414,factor,dementia_diagnostic_impression_only,,
g3b0415,factor,parkinsons_diagnostic_impression_only,,
g3b0416,factor,seizure_diagnostic_impression_only,,
g3b0417,factor,migraine_diagnostic_impression_only,,
g3b0418,factor,other_neuro_diagnostic_impression_only,,
g3b0419,factor,other_neuro_spec_diagnostic_impression_only,,
g3b0420,factor,thyroid_diagnostic_impression_only,,
g3b0421,factor,diabetes_diagnostic_impression_only,,
g3b0422,factor,other_endocrine_diagnostic_impression_only,,
g3b0423,factor,other_endocrine_spec_diagnostic_impression_only,,
g3b0424,factor,renal_disease_diagnostic_impression_only,,
g3b0425,factor,specify_renal_diagnostic_impression_only,,
g3b0426,factor,prostate_diagnostic_impression_only,,
g3b0427,factor,gyne_diagnostic_impression_only,,
g3b0428,factor,gyne_spec_diagnostic_impression_only,,
g3b0429,factor,emphysema_diagnostic_impression_only,,
g3b0430,factor,pneumonia_diagnostic_impression_only,,
g3b0431,factor,asthma_diagnostic_impression_only,,
g3b0432,factor,other_pulmonary_diagnostic_impression_only,,
g3b0433,character,other_pulmonary_diagnostic_impression_only_specified,,
g3b0434,factor,gout_diagnostic_impression_only,,
g3b0435,factor,degenerative_joint_disease_diagnostic_impression_only,,
g3b0436,factor,rheumatoid_arthritis_diagnostic_impression_only,,
g3b0437,factor,other_muscular_or_ct_disease_diagnostic_impression_only,,
g3b0438,factor,other_muscular_or_ct_disease_spec_diagnostic_impression_only,,
g3b0439,factor,gallbladder_diagnostic_impression_only,,
g3b0440,factor,gerd_ulcer_diagnostic_impression_only,,
g3b0441,factor,liver_diagnostic_impression_only,,
g3b0442,factor,other_gi_diagnostic_impression_only,,
g3b0443,factor,other_gi_spec_diagnostic_impression_only,,
g3b0444,factor,heme_diagnostic_impression_only,,
g3b0445,factor,bleeding_diagnostic_impression_only,,
g3b0446,factor,infectious_disease_diagnostic_impression_only,,
g3b0447,factor,infectious_disease_spec_diagnostic_impression_only,,
g3b0448,factor,depression_diagnostic_impression_only,,
g3b0449,factor,anxiety_diagnostic_impression_only,,
g3b0450,factor,other_mental_health_diagnostic_impression_only,,
g3b0451,factor,specify_other_mental_health_diagnostic_impression_only,,
g3b0452,factor,eye_diagnostic_impression_only,,
g3b0453,factor,ent_diagnostic_impression_only,,
g3b0454,factor,skin_diagnostic_impression_only,,
g3b0455,factor,other_non_cv_diagnostic_impression_only,,
g3b0456,factor,other_non_cv_spec_diagnostic_impression_only,,
g3b0457,,,,
g3b0458,,,,
g3b0459,,,,
g3b0460,,,,
g3b0461,,,,
g3b0462,,,,
g3b0463,,,,
g3b0464,,,,
g3b0465,factor,coronary_insufficiency_examiner2,,
g3b0466,factor,myocardial_infarct,,
g3b0467,,,,
g3b0468,,,,
g3b0469,factor,intermittent_claudication_examiner2,,
g3b0470,,,,
g3b0471,factor,stroke_examiner2_opinion,,
g3b0472,,,,
g3b0473,factor,TIA_examiner2_opinion,,
g3b0474,,,,
g3b0475,,,,
g3b0476,,,,
g3b0477,factor,patient_sex,,
g3b0478,,,,
g3b0479,continuous,age_at_exam,,
g3b0480,,,,
g3b0481,float,Weight_lb,,
g3b0482,,,,
g3b0483,float,Height_in,,
g3b0484,,,,
g3b0476a,,,,
g3b0485,float,neck_circumference_in,,
g3b0486,,,,
g3b0487,float,waist_girth_in,,
g3b0488,,,,
g3b0489,float,hip_girth_in,,
g3b0490,,,,
g3b0491,float,thigh_girth_in,,
g3b0492,,,,
g3b0493,float,sagittal_abdominal_diameter_cm,,
g3b0494,,,,
g3b0495,,,,
g3b0496,,,,
g3b0497,,,,
g3b0514,,,,
g3b0515,,,,
g3b0516,,,,
g3b0517,,,,
g3b0518,,,,
g3b0519,,,,
g3b0521,,,,
g3b0522,,,,
g3b0523,,,,
g3b0538,,,,
g3b0539,,,,
g3b0540,,,,
g3b0541,,,,
g3b0542,,,,
g3b0543,,,,
g3b0588,,,,
g3b0589,,,,
g3b0590,,,,
g3b0591,factor,asthma_since_last_exam,,
g3b0592,factor,asthma_current,,
g3b0593,factor,asthma_diagnosed_by_doctor,,
g3b0594,,,,
g3b0595,,,,
g3b0596,,,,
g3b0597,,,,
g3b0598,factor,bronchitis_diagnosed_by_doctor,,
g3b0599,factor,emphysema_diagnosed_by_doctor,,
g3b0600,factor,copd_diagnosed_by_doctor,,
g3b0601,factor,sleep_apnea_diagnosed_by_doctor,,
g3b0602,factor,fibrosis_diagnosed_by_doctor,,
g3b0603,factor,inhaler_use,,
g3b0604,factor,asthma_meds,,
g3b0605,factor,inhaler_use2,,
g3b0606,,,,
g3b0607,,,,
g3b0608,,,,
g3b0609,,,,
g3b0610,,,,
g3b0611,,,,
g3b0612,,,,
g3b0613,,,,
g3b0614,,,,
g3b0615,,,,
g3b0616,,,,
g3b0617,,,,
g3b0618,,,,
g3b0619,,,,
g3b0620,,,,
g3b0621,,,,
g3b0622,,,,
g3b0623,factor,marital_status,,
g3b0624,factor,ethnicity_hispanic_latino,,
g3b0625,factor,ethnicity_caucasian_white,,
g3b0626,factor,ethnicity_black_african_american,,
g3b0627,factor,ethnicity_asian,,
g3b0628,factor,ethnicity_hawaii_pacific_island,,
g3b0629,factor,ethnicity_american_indian_alaskan,,
g3b0630,,,,
g3b0631,factor,highest_school_degree,,
g3b0632,factor,current_employment_status,,
g3b0633,,,,
g3b0634,character,occupation,,
g3b0635,factor,occupation_category,,
g3b0636,factor,income_group,,
g3b0637,,,,
g3b0638,factor,private_med_insurance,,
g3b0639,factor,medicare_insurance,,
g3b0640,factor,medicaid_insurance,,
g3b0641,factor,military_veteran_insurance,,
g3b0642,factor,other_insurance,,
g3b0643,factor,prescription_drug_coverage_insurance,,
g3b0645,factor,health_status_self_assessment_sf12,,
g3b0646,factor,moderate_activities_limitation_sf12,,
g3b0647,factor,climbing_stairs_limitation_sf12,,
g3b0648,factor,accomplished_less_than_wished_sf12,,
g3b0649,factor,work_activity_limitation_sf12,,
g3b0650,factor,less_accomplished_sf12,,
g3b0651,factor,less_careful_sf12,,
g3b0655,factor,energy_sf12,,
g3b0657,factor,social_activity_relation_sf12,,
g3b0659,factor,snaq_appetite,,
g3b0662,factor,snaq_meals_per_day,,
g3b0670,factor,CES-D_poor_appetite,,
g3b0692,factor,rosow_breslau_fracture_heavy_work_possible,,
g3b0693,factor,rosow_breslau_fracture_walk_half_mile,,
g3b0694,factor,rosow_breslau_fracture_stairs,,
g3b0695,factor,rosow_breslau_fracture_broken_bone_since_last_visit,,
g3b0703,integer,physical_activity_qu_hours_sleep,,
g3b0704,integer,physical_activity_qu_hours_sitting,,
g3b0705,integer,physical_activity_qu_hours_standing_walking,,
g3b0706,integer,physical_activity_qu_hours_housework_light_sports,,
g3b0707,integer,physical_activity_qu_hours_heavy_household_work_intensive_sports,,
g3b0711,factor,physical_activity_qu_jogging_running_over_1_hour_last_year,,
g3b0712,integer,physical_activity_qu_jogging_running_over_1_hour_n_months,,
g3b0713,integer,physical_activity_qu_jogging_running_over_1_hour_how_often,,
g3b0714,integer,physical_activity_qu_jogging_running_how_long_min_each_time,,
g3b0715,factor,physical_activity_qu_racket_sports_last_year,,
g3b0719,factor,physical_activity_qu_bicycle_last_year,,
g3b0723,factor,physical_activity_qu_swim_last_year,,
g3b0729,factor,physical_activity_qu_vigorous_dance_exercise_last_year,,
g3b0733,factor,physical_activity_qu_lifting_carrying_digging_last_year,,
g3b0737,factor,physical_activity_qu_heavy_home_activities_weight_lifting_last_year,,
g3b0741,factor,physical_activity_qu_soccer_basketball_skating_skiing_last_year,,
g3b0745,factor,physical_activity_qu_other_nonstrenuous_activity_last_year,,
g3b0751,factor,physical_activity_qu_walks_hikes_last_year,,
g3b0755,factor,physical_activity_qu_bowling_golfing_last_year,,
g3b0759,factor,physical_activity_qu_home_exercise_calisthenics_last_year,,
g3b0763,factor,physical_activity_qu_home_maintenance_gardening_last_year,,
g3b0767,factor,physical_activity_qu_weight_training_last_year,,
g3b0773,factor,physical_activity_qu_vigorous_exercise_3_times_a_week_at_18years_of_age,,
g3b0774,factor,physical_activity_qu_vigorous_exercise_3_times_a_week_at_35years_of_age,,
g3b0775,factor,physical_activity_qu_vigorous_exercise_3_times_a_week_at_50years_of_age,,
g3b0776,factor,physical_activity_qu_work,,
g3b0786,integer,observed_performance_hand_grip_strength_nearest_kg_trial1_right,,
g3b0787,integer,observed_performance_hand_grip_strength_nearest_kg_trial2_right,,
g3b0788,integer,observed_performance_hand_grip_strength_nearest_kg_trial3_right,,
g3b0789,integer,observed_performance_hand_grip_strength_nearest_kg_trial1_left,,
g3b0790,integer,observed_performance_hand_grip_strength_nearest_kg_trial2_left,,
g3b0791,integer,observed_performance_hand_grip_strength_nearest_kg_trial3_left,,
g3b0798,float,observed_performance_chair_stands_ten_stands_time_sec,,
g3b0804,float,observed_performance_quick_walk_seconds,,
g3b0805,float,observed_performance_quick_walk_seconds_laser,,
g3b1173,,,,
g3b1174,,,,
g3b1175,,,,
g3b1176,,,,
g3b1177,,,,
g3b1178,,,,
g3b1179,,,,
g3b1180,,,,
g3b1181,,,,
g3b1182,,,,
g3b1183,,,,
g3b1184,,,,
g3b1185,,,,
g3b1186,,,,
g3b1187,,,,
g3b1188,,,,
g3b1189,,,,
g3b1190,,,,
g3b1191,,,,
g3b1192,,,,
g3b1193,,,,
g3b1194,,,,
g3b1195,,,,
g3b1196,,,,
g3b1197,,,,
g3b1198,,,,
g3b1199,,,,
g3b1200,,,,
g3b1201,,,,
g3b1202,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
